product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,platform,discount_offered,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username,capacity_unified,price_density_score,warranty_quality_interaction
PID529234,Dishwasher,Full Size,Model_C470,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,1.0,White,27871.0,2024-03-28,5.0,4.0,Vijay Sales,30.0,60.0,Positive,Returned,Slow installation service.,In Progress,2023-06-24,Bangalore,Voltas Full Size Dishwasher (Model_C470),rajesh_shop1,1.5 Tons,18580.654279563816,20.0
PID305153,Air Cooler,Personal,Model_R355,1.5,90.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,5.0,Blue,20440.0,2022-07-03,2.0,3.9,Amazon,5.0,24.0,Neutral,Not Returned,Cooling issue after 2 months.,Unresolved,2023-07-16,Mumbai,Voltas Personal Air Cooler (Model_R355),nehareviews31,1.5 Tons,13626.65758222828,7.8
PID408437,Water Dispenser,Bottom Loading,Model_L271,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",3.0,White,45303.0,2022-11-24,1.0,4.5,Vijay Sales,20.0,12.0,Negative,Not Returned,Remote stopped working.,In Progress,2023-08-09,Mumbai,Voltas Bottom Loading Water Dispenser (Model_L271),vikaszone9,1.5 Tons,30201.97986534676,4.5
PID438219,Air Conditioner,Split AC,Model_N13,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,3.0,Silver,16595.0,2022-01-12,2.0,4.4,Amazon,20.0,24.0,Neutral,Not Returned,No issues so far.,In Progress,2023-08-19,Delhi,Voltas Split AC Air Conditioenr (Model_N13),rahuldeals135,2.0 Tons,8297.495851252073,8.8
PID708146,Washing Machine,Top Load,Model_U436,1.5,50.0,6.5,12.0,Compressor Cooling,GentleWave Drum,3.0,Silver,66488.0,2022-04-30,10.0,4.5,Amazon,30.0,120.0,Positive,Returned,Excellent performance.,Resolved,2022-11-12,Delhi,Voltas Top Load Washing Machine (Model_U436),ishabuyer5,1.5 Tons,44325.30378313081,45.0
PID935897,Air Cooler,Personal,Model_D289,1.5,50.0,7.0,12.0,Compressor Cooling,Remote Control,2.0,Blue,76163.0,,2.0,4.1,Vijay Sales,15.0,24.0,Negative,Returned,Noisy operation at night.,In Progress,2022-10-11,Chennai,Voltas Personal Air Cooler (Model_D289),nehaonline7,1.5 Tons,50775.29948313368,8.2
PID324713,Air Cooler,Desert,Model_P431,1.5,20.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,White,68786.0,2024-03-18,2.0,3.2,Croma,0.0,24.0,Negative,Returned,Excellent performance.,In Progress,2024-05-17,Chennai,Voltas Desert Air Cooler (Model_P431),vikas.shop193,1.5 Tons,45857.30276179816,6.4
PID695301,Refrigerator,Side-by-Side,Model_Z311,1.5,250.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,1.0,Black,46386.0,2024-06-06,1.0,3.2,Amazon,25.0,12.0,Negative,Returned,Slow installation service.,In Progress,2022-12-07,Ahmedabad,Voltas Side-by-Side Refrigerator (Model_Z311),priya.4,1.5 Tons,30923.979384013743,3.2
PID612575,Air Conditioner,Split AC,Model_P405,1.2,50.0,7.0,12.0,Non-Inverter,ProSmart Inverter Motor,4.0,White,28861.0,2024-04-14,10.0,4.0,Flipkart,10.0,120.0,Neutral,Returned,Slow installation service.,In Progress,2023-01-29,Pune,Voltas Split AC Air Conditioner (Model_P405),ravionline92,1.2 Tons,24050.81329098893,40.0
PID514014,Air Cooler,Tower,Model_B183,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,Grey,45080.0,2022-12-02,10.0,4.6,Croma,25.0,120.0,Positive,Returned,Noisy operation at night.,In Progress,2024-05-30,Hyderabad,Voltas Tower Air Cooler (Model_B183),swati_9,1.5 Tons,30053.313297791137,46.0
PID239448,Air Conditioner,Bottom Loading,Model_A0,1.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,3.0,Black,51317.0,2024-01-04,2.0,3.8,Vijay Sales,20.0,24.0,Negative,Not Returned,Cooling issue after 2 months.,Unresolved,2022-11-04,Bangalore,Voltas Window AC Air Conditioner (Mdoel_Q354),preetishop244,1.0 Tons,51316.94868305132,7.6
PID666577,Air Conditioner,Window AC,Model_N143,1.0,50.0,7.0,12.0,Non-Inverter,Adjustable Cooling,5.0,White,20769.0,2022-04-24,2.0,4.5,Flipkart,15.0,24.0,Neutral,Returned,Remote stopped working.,Unresolved,2023-05-26,Hyderabad,Voltas Window AC Air Conditioner (Model_N143),amit.india954,1.0 Tons,20768.97923102077,9.0
PID543920,Air Conditioner,Split AC,Model_G58,1.5,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,4.0,Silver,70676.0,2024-06-23,10.0,4.0,Vijay Sales,15.0,24.0,Neutral,Returned,Delivered with damaged packaging.,Unresolved,2023-04-21,Delhi,Voltas Split AC Air Conditioner (Model_G58),amit.447,1.5 Tons,47117.30192179872,40.0
PID947406,Air Conditioner,Split AC,Model_S304,1.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,3.0,Black,33764.0,2023-08-12,2.0,3.3,Croma,25.0,24.0,Positive,Not Returned,Cooling issue after 2 months.,In Progress,2022-06-05,Chennai,Voltas Split AC Air Conditioner (Model_S304),seema64,1.0 Tons,33763.96623603377,6.6
PID106965,Refrigerator,Side-by-Side,Model_B53,1.5,180.0,7.0,12.0,Compressor Cooling,StoreFresh+,3.0,White,66190.0,2023-09-07,10.0,3.2,Amazon,5.0,120.0,Negative,Returned,Delivered with damaged packaging.,Resolved,2024-01-05,Mumbai,Voltas Side-by-Side Refrigerator (Model_B53),arjun550,1.5 Tons,44126.6372489085,32.0
PID850515,Water Dispenser,Bottom Loading,Model_A208,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,5.0,Silver,27162.0,2022-03-28,5.0,3.6,Flipkart,0.0,60.0,Neutral,Returned,Noisy operation at night.,In Progress,,Ahmedabad,Voltas Bottom Loading Water Dispenser (Model_A208),rohit.9,1.5 Tons,18107.98792800805,18.0
PID545800,Washing Machine,Front Load,Model_X153,1.5,50.0,6.5,12.0,Fully-Automatic,ProSmart Inverter Motor,4.0,White,54016.0,2023-06-07,2.0,4.4,Vijay Sales,10.0,24.0,Positive,Not Returned,Delivered with damaged packaging.,Unresolved,2024-04-30,Pune,Votlas Front Load Washing Machine (Model_X153),sanjaykart9,1.5 Tons,36010.64265957156,8.8
PID328578,Air Conditioner,Inverter AC,Model_K140,1.2,50.0,7.0,12.0,Inverter,Turbo Mode,1.0,Black,65386.0,2023-03-27,10.0,3.3,Croma,15.0,120.0,Neutral,Not Returned,Excellent performance.,Unresolved,2022-06-18,Chennai,Voltas Inverter AC Air Conditioner (Model_K140),radha.online45,1.2 Tons,54488.28792642673,33.0
PID667909,Water Dispenser,Top Loading,Model_W412,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,2.0,Grey,66066.0,2023-06-24,1.0,3.3,Flipkart,15.0,12.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2022-08-04,Hyderabad,Voltas Top Loading Water Dispenser (Model_W412),rajesh51,1.5 Tons,44043.97063735291,3.3
PID586282,Refrigerator,Side-by-Side,Model_O430,1.5,350.0,7.0,12.0,Direct Cool,StoreFresh+,3.0,White,12067.0,2022-08-11,10.0,3.5,Vijay Sales,10.0,120.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2023-05-28,Pune,Voltas Side-by-Sid eRefrigerator (Model_O430),anil_69,1.5 Tons,8044.661303559132,35.0
PID832150,Water Dispenser,Bottom Loading,Model_N65,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,5.0,Black,64651.0,2023-05-01,10.0,3.5,Croma,0.0,120.0,Neutral,Returned,Slow installation service.,Resolved,2022-05-03,Ahmedabad,Voltas Bottom Loading Water Dispenser (Model_N65),amit.3,1.5 Tons,43100.637932908045,35.0
PID593466,Air Conditioner,Split AC,Model_E108,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,1.0,Grey,33789.0,2023-11-23,1.0,3.1,Flipkart,30.0,12.0,Positive,Not Returned,Noisy operation at night.,In Progress,2022-12-11,Mumbai,Voltas Split AC Air Conditioner (Model_E108),nisha.online6,1.5 Tons,22525.98498267668,3.1
PID227140,Dishwasher,Table Top,Model_X231,1.5,50.0,7.0,15.0,Electronic Control,Hygiene+,1.0,Grey,27615.0,2022-06-21,5.0,3.4,Croma,0.0,60.0,Positive,Not Returned,No issues so far.,Resolved,2023-08-31,Hyderabad,Vlotas Single Door Refrigerator (Model_N325),ajay_user6,1.5 Tons,18409.987726674848,17.0
PID514014,Dishwasher,Table Top,Model_F31,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,3.0,Blue,15731.0,2022-02-01,1.0,3.2,Croma,10.0,12.0,Positive,Returned,Noisy operation at night.,Unresolved,2022-11-13,Delhi,Voltas Table Top Dishwasher (Model_F31),nisha2,1.5 Tons,10487.32634178244,3.2
PID531880,Refrigerator,Double Door,Model_Z467,1.5,250.0,7.0,12.0,Frost Free,Active Fresh Blue Light,3.0,Blue,11970.0,2023-03-01,5.0,3.5,Vijay Sales,5.0,60.0,Positive,Not Returned,Excellent performance.,In Progress,2023-03-02,Ahmedabad,Voltas Double Door Refrigerator (Model_Z467),mukesh.656,1.5 Tons,7979.994680003547,17.5
PID957833,Refrigerator,Double Door,Model_X413,1.5,350.0,7.0,12.0,Frost Free,StoreFresh+,3.0,Silver,35539.0,2024-05-02,10.0,4.3,Croma,30.0,120.0,Positive,Returned,Excellent performance.,Resolved,2023-08-29,Ahmedabad,Voltas Double Door Refrigerator (Model_X413),suresh.user62,1.5 Tons,23692.65087156609,43.0
PID158813,Water Dispenser,Top Loading,Model_S226,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",2.0,Blue,27154.0,2023-03-05,10.0,4.6,Croma,30.0,120.0,Positive,Not Returned,Excellent performance.,In Progress,2023-04-28,Mumbai,Voltas Top Loading Water Dispenser (Model_S226),radha_deals12,1.5 Tons,18102.65459823027,46.0
PID136993,Washing Machine,Top Load,Model_H137,1.5,50.0,7.0,12.0,Fully-Automatic,SteamWash,1.0,Silver,77951.0,2024-01-05,10.0,3.1,Vijay Sales,30.0,120.0,Neutral,Returned,No issues so far.,In Progress,2024-05-03,Chennai,Voltas Top Load Washing Machine (Model_H137),divya_shop6,1.5 Tons,51967.29868846754,31.0
PID232663,Washing Machine,Bottom Loading,Model_V307,1.5,50.0,9.0,12.0,Fully-Automatic,ProSmart Inverter Motor,1.0,Grey,22299.0,2022-09-22,5.0,3.5,Vijay Sales,15.0,60.0,Negative,Returned,No issues so far.,Resolved,2023-06-16,Hyderabad,Voltas Top Load Washing Machine (Model_V307),sanjay_zone392,1.5 Tons,14865.99008933994,17.5
PID967379,Water Dispenser,Top Loading,Model_J191,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",4.0,Blue,57800.0,2023-07-03,1.0,4.5,Amazon,10.0,12.0,Neutral,Not Returned,Slow installation service.,Unresolved,2024-01-05,Mumbai,Voltas Top Loading Water Dispenser (Model_J191),arjun.77,1.5 Tons,38533.30764446157,4.5
PID753334,Air Conditioner,Inverter AC,Model_F83,2.0,50.0,7.0,12.0,Inverter,Adjustable Cooling,1.0,Grey,78780.0,2022-02-01,5.0,3.1,Vijay Sales,30.0,60.0,Positive,Not Returned,Remote stopped working.,Resolved,2022-09-20,Chennai,Voltas Inverter AC Air Conditioner (Model_F83),rahulkart79,2.0 Tons,39389.98030500984,15.5
PID318309,Washing Machine,Top Load,Model_R433,1.5,50.0,6.5,12.0,Fully-Automatic,SteamWash,1.0,White,73187.0,2023-09-13,10.0,4.7,Vijay Sales,25.0,120.0,Neutral,Not Returned,No issues so far.,Unresolved,2023-08-22,Chennai,Voltas Top Load Washing Machine (Model_R433),seema_online94,1.5 Tons,48791.30080579947,47.0
PID512559,Refrigerator,Desert,Model_O456,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,1.0,Black,31993.0,2022-09-08,1.0,3.8,Flipkart,0.0,12.0,Neutral,Returned,Remote stopped working.,Unresolved,2023-11-26,Ahmedabad,Voltas Desert Air Cooler (Model_O456),reenadeals18,1.5 Tons,21328.65244756504,3.8
PID737634,Washing Machine,Front Load,Model_D29,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,3.0,Grey,22133.0,2023-06-27,5.0,4.9,Vijay Sales,20.0,60.0,Negative,Returned,Slow installation service.,Resolved,2023-06-07,Delhi,Voltas Front Load Washing Machine (Model_D29),anilbuyer5,1.5 Tons,14755.323496451005,24.5
PID335142,Refrigerator,Single Door,Model_V21,1.5,250.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,1.0,Grey,81794.0,2023-07-19,5.0,3.4,Amazon,0.0,60.0,Positive,Not Returned,Slow installation service.,Resolved,2022-08-22,Ahmedabad,Vlotas Single Door Refrigerator (Model_N325),anita_kart167,1.5 Tons,54529.29698046868,17.0
PID938187,Dishwasher,Full Size,Model_F499,1.5,50.0,7.0,14.0,Electronic Control,Hygiene+,3.0,White,74569.0,2023-12-20,10.0,3.6,Vijay Sales,15.0,120.0,Positive,Not Returned,Slow installation service.,Resolved,2022-09-28,Ahmedabad,Voltas Full Size Dishwasher (Model_F499),anita.22,1.5 Tons,49712.63352491098,36.0
PID839104,Refrigerator,Side-by-Side,Model_A442,1.5,350.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,2.0,Grey,75847.0,2022-08-26,2.0,4.6,Vijay Sales,30.0,24.0,Negative,Returned,Remote stopped working.,In Progress,2022-04-24,Pune,Voltas Side-by-Side Refrigerator (Model_A442),ravi_1,1.5 Tons,50564.632956911366,9.2
PID826866,Washing Machine,Front Load,Model_J399,1.5,50.0,7.0,12.0,Fully-Automatic,SteamWash,3.0,Blue,32341.0,2023-03-27,5.0,3.7,Amazon,25.0,60.0,Negative,Not Returned,Remote stopped working.,Unresolved,2022-12-07,Bangalore,Voltas Front Load Washing Machine (Model_J399),pooja4,1.5 Tons,21560.652292898478,18.5
PID584053,Refrigerator,Side-by-Side,Model_A0,1.5,180.0,7.0,12.0,Direct Cool,StoreFresh+,3.0,Black,63342.0,2023-12-21,1.0,4.5,Amazon,30.0,12.0,Positive,Returned,Slow installation service.,Resolved,2024-05-17,Bangalore,Voltas Side-by-Side Refrigerator (Model_D445),rajesh.4,1.5 Tons,42227.97184801877,4.5
PID482383,Dishwasher,Full Size,Model_R95,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,1.0,Blue,83240.0,2022-02-07,2.0,4.8,Croma,15.0,24.0,Negative,Not Returned,Slow installation service.,Resolved,2024-03-18,Pune,Voltas Full Size Dishwasher (Model_R95),priya_india1,1.5 Tons,55493.29633780244,9.6
PID514014,Air Conditioner,Window AC,Model_F57,2.0,50.0,7.0,12.0,Non-Inverter,Turbo Mode,4.0,Silver,40347.0,2022-01-14,2.0,3.9,Flipkart,20.0,24.0,Negative,Returned,Excellent performance.,In Progress,2024-02-09,Ahmedabad,Vlotas Single Door Refrigerator (Model_N325),nisha_146,2.0 Tons,20173.48991325504,7.8
PID489912,Water Dispenser,Top Loading,Model_J165,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",3.0,White,29546.0,2022-06-28,1.0,4.2,Croma,30.0,12.0,Negative,Returned,Cooling issue after 2 months.,Resolved,2022-09-01,Mumbai,Voltas Top Loading Water Dispenser (Model_J165),neha.73,1.5 Tons,19697.320201786533,4.2
PID840826,Washing Machine,Front Load,Model_V385,1.5,50.0,6.0,12.0,Semi-Automatic,GentleWave Drum,3.0,White,35805.0,2023-07-16,2.0,3.5,Croma,5.0,24.0,Neutral,Not Returned,Excellent performance.,Resolved,2023-08-29,Bangalore,Voltas Front Load Washing Machine (Model_V385),mukesh_user767,1.5 Tons,23869.98408667728,7.0
